"id","host_response_time","host_response_rate","host_is_superhost","host_identity_verified","host_listings_count","neighbourhood_group_cleansed","room_type","guests_included","accommodates","bathrooms","bedrooms","beds","bed_type","price","cleaning_fee","minimum_nights","instant_bookable","cancellation_policy","review_scores_rating","num_amenities","total_nearby_landmarks"
25289499,"within an hour",1,"t","t",2,"Downtown","Private room",2,2,1,1,1,"Real Bed",105,25,1,"t","strict_14_with_grace_period",1,37,5
29099226,"within an hour",1,"f","t",9,"Lake City","Private room",1,2,2,1,1,"Real Bed",42,0,2,"t","moderate",1,33,0
23478138,"within an hour",1,"f","f",35,"Capitol Hill","Entire home/apt",3,6,1,3,3,"Real Bed",250,85,2,"t","strict_14_with_grace_period",1,34,0
7434103,"within an hour",1,"t","t",1,"Lake City","Private room",1,2,1,1,1,"Real Bed",66,20,1,"f","moderate",1,39,0
4128097,"within a day",0.78,"f","t",220,"Downtown","Entire home/apt",1,2,1,0,1,"Real Bed",180,0,1,"f","strict_14_with_grace_period",1,19,4
2731253,"within an hour",1,"t","t",2,"Other neighborhoods","Entire home/apt",2,2,1,1,1,"Real Bed",139,0,3,"f","moderate",1,17,0
31864513,"within an hour",1,"f","f",1,"Downtown","Private room",1,2,1,1,1,"Real Bed",99,40,1,"t","moderate",1,21,3
12185450,"within an hour",1,"t","t",5,"Capitol Hill","Entire home/apt",2,4,1,1,2,"Real Bed",110,60,4,"t","strict_14_with_grace_period",1,34,0
8106157,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",2,2,1,1,0,"Real Bed",100,60,3,"f","moderate",1,39,0
2723368,"within a few hours",1,"t","t",1,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",55,15,1,"f","flexible",1,20,0
18292300,"within an hour",1,"f","f",1292,"Downtown","Entire home/apt",6,6,2,2,3,"Real Bed",1002,99,1,"t","strict_14_with_grace_period",1,19,5
18378381,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",4,6,1.5,2,3,"Real Bed",225,170,30,"t","moderate",1,37,0
22446740,"within an hour",0.99,"f","f",1276,"Downtown","Entire home/apt",1,4,1,1,2,"Real Bed",999,99,2,"t","strict_14_with_grace_period",0,34,3
24699886,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",179,79,3,"t","strict_14_with_grace_period",1,12,3
23784337,"within an hour",1,"t","t",2,"Other neighborhoods","Entire home/apt",1,2,1,1,1,"Real Bed",60,25,1,"t","moderate",1,35,0
20390355,"within an hour",1,"f","f",156,"Queen Anne","Entire home/apt",6,6,2.5,3,4,"Real Bed",152,313,2,"t","super_strict_30",1,19,3
11509343,"within a day",0.9,"t","t",1,"West Seattle","Entire home/apt",2,4,1,0,2,"Real Bed",68,0,2,"f","strict_14_with_grace_period",1,34,0
17445861,"within an hour",1,"t","t",1,"Queen Anne","Private room",1,2,1,1,1,"Real Bed",100,35,1,"t","moderate",1,37,3
28891690,"within an hour",1,"f","f",1,"Central Area","Private room",1,2,1,1,1,"Real Bed",110,30,1,"f","moderate",1,19,0
493591,"within a few hours",0.9,"t","t",4,"Other neighborhoods","Private room",2,2,4,1,2,"Real Bed",50,45,2,"t","flexible",1,43,0
15159894,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",2,3,1,1,1,"Real Bed",99,75,2,"t","moderate",1,39,5
25582819,"within an hour",1,"t","f",32,"Capitol Hill","Entire home/apt",14,25,4.5,7,16,"Real Bed",650,300,1,"t","strict_14_with_grace_period",1,30,0
28810051,"within a day",1,"f","f",1,"Delridge","Entire home/apt",6,10,2.5,4,7,"Real Bed",241,100,1,"f","strict_14_with_grace_period",1,49,0
1772119,"within a few hours",1,"t","t",5,"Central Area","Private room",1,2,2,1,1,"Real Bed",58,30,2,"f","strict_14_with_grace_period",1,33,0
21506343,"within an hour",1,"f","f",123,"Capitol Hill","Private room",1,2,1.5,1,1,"Real Bed",50,25,1,"t","strict_14_with_grace_period",0,14,0
29801064,"within an hour",0.65,"f","f",2,"Other neighborhoods","Entire home/apt",2,5,1,2,3,"Real Bed",75,60,1,"t","moderate",0,16,0
23983010,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",4,5,2,2,2,"Real Bed",350,129,2,"t","strict",0,28,5
931785,"within an hour",0.99,"f","f",1276,"Downtown","Entire home/apt",1,6,2,2,3,"Real Bed",999,99,2,"t","strict_14_with_grace_period",1,36,3
25078326,"within an hour",1,"f","f",2,"Downtown","Entire home/apt",2,3,1,0,2,"Real Bed",122,69,1,"t","strict_14_with_grace_period",0,14,6
14170634,"within an hour",1,"t","t",6,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",119,0,1,"t","moderate",1,19,0
6678058,"within a few hours",1,"t","t",1,"Magnolia","Entire home/apt",2,2,1,1,1,"Real Bed",69,38,1,"f","strict_14_with_grace_period",1,25,0
8627921,"within an hour",1,"t","t",1,"Rainier Valley","Entire home/apt",2,4,1,1,2,"Real Bed",70,0,2,"t","flexible",1,31,0
23123906,"within an hour",1,"f","t",1,"Capitol Hill","Entire home/apt",1,2,1,0,1,"Real Bed",59,65,5,"t","flexible",1,31,0
13831631,"within an hour",0.92,"f","t",51,"University District","Entire home/apt",1,3,1,0,2,"Real Bed",90,68,1,"f","moderate",0,21,0
3050140,"within an hour",1,"t","t",2,"Other neighborhoods","Entire home/apt",2,2,1,1,1,"Real Bed",79,50,3,"f","moderate",1,25,0
14253210,"within an hour",1,"t","t",2,"Capitol Hill","Entire home/apt",4,4,1,2,2,"Real Bed",250,0,2,"t","flexible",1,25,0
24119571,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,0,1,"Real Bed",155,75,5,"f","strict_14_with_grace_period",0,16,3
21207582,"within an hour",1,"t","t",44,"Other neighborhoods","Entire home/apt",12,16,3.5,6,8,"Real Bed",287,300,2,"t","strict_14_with_grace_period",1,46,0
26086989,"within an hour",1,"t","f",1,"Magnolia","Entire home/apt",2,2,1,1,1,"Real Bed",156,75,2,"t","moderate",1,51,0
24958893,"within an hour",1,"f","f",9,"Delridge","Private room",1,2,1,1,1,"Real Bed",48,10,2,"t","flexible",1,39,0
26845976,"within an hour",1,"t","f",1,"Ballard","Entire home/apt",4,6,2,2,3,"Real Bed",200,90,2,"t","moderate",1,37,0
18414350,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",2,3,1,1,1,"Real Bed",80,50,2,"t","moderate",1,32,0
13115134,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",159,89,2,"t","strict",0,17,3
18502882,"within an hour",1,"t","t",1,"Rainier Valley","Private room",1,2,1,1,1,"Real Bed",150,50,1,"f","strict_14_with_grace_period",1,34,0
8409750,"within an hour",1,"t","t",3,"Downtown","Entire home/apt",1,6,1,2,3,"Real Bed",199,100,2,"t","strict_14_with_grace_period",1,27,5
28217182,"within a few hours",0.99,"f","f",231,"Other neighborhoods","Entire home/apt",1,2,1,1,1,"Real Bed",139,0,1,"t","moderate",1,43,0
20904606,"within an hour",1,"f","f",15,"Capitol Hill","Entire home/apt",1,3,1,0,2,"Real Bed",120,55,1,"t","moderate",1,41,1
16928699,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",1,2,1,1,1,"Real Bed",100,30,2,"t","flexible",1,22,0
24369225,"within an hour",1,"t","f",1,"Queen Anne","Entire home/apt",4,4,1,1,2,"Real Bed",190,50,3,"f","moderate",1,53,0
18308276,"within an hour",1,"t","t",4,"Capitol Hill","Entire home/apt",1,2,1,1,1,"Real Bed",125,60,5,"t","moderate",1,41,0
13866171,"within an hour",1,"f","t",3,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",74,55,1,"t","strict_14_with_grace_period",1,18,0
461234,"within a few hours",1,"t","t",1,"Ballard","Entire home/apt",1,2,1,1,1,"Real Bed",99,0,3,"f","flexible",1,29,0
11304405,"within an hour",1,"t","t",2,"Ballard","Entire home/apt",1,2,1,0,1,"Real Bed",99,0,1,"t","flexible",1,24,0
24718836,"within an hour",1,"f","f",1,"Other neighborhoods","Entire home/apt",5,11,3,5,6,"Real Bed",295,250,3,"t","strict_14_with_grace_period",1,25,0
16311942,"within an hour",1,"t","t",42,"Downtown","Entire home/apt",1,6,2,2,0,"Real Bed",290,130,2,"f","strict_14_with_grace_period",1,47,5
7988300,"within an hour",1,"f","t",7,"West Seattle","Private room",1,2,1,1,1,"Real Bed",500,25,1,"f","flexible",1,32,0
18237332,"within an hour",1,"t","t",3,"Beacon Hill","Entire home/apt",1,5,1,1,2,"Real Bed",86,50,2,"t","moderate",1,25,0
6424859,"within an hour",1,"t","t",1,"Capitol Hill","Private room",1,2,1,1,1,"Futon",139,35,3,"t","strict_14_with_grace_period",1,21,0
27498875,"within an hour",1,"t","t",1,"Queen Anne","Entire home/apt",3,2,1,1,1,"Real Bed",127,75,3,"t","moderate",1,34,3
3245876,"within an hour",1,"t","t",1,"Queen Anne","Private room",1,2,1,1,1,"Real Bed",45,35,1,"f","strict_14_with_grace_period",1,39,3
25782292,"within an hour",1,"f","f",123,"Central Area","Entire home/apt",1,4,1,0,2,"Real Bed",50,40,1,"t","strict_14_with_grace_period",0,12,0
14387546,"within an hour",1,"t","t",2,"Central Area","Private room",1,2,1,1,1,"Real Bed",99,15,2,"f","flexible",1,23,0
29944647,"within an hour",1,"f","t",1,"Rainier Valley","Entire home/apt",1,5,1,3,3,"Real Bed",75,0,2,"t","flexible",1,17,0
24207893,"within an hour",1,"t","t",2,"Central Area","Entire home/apt",1,2,1,1,1,"Real Bed",90,75,5,"t","strict_14_with_grace_period",1,46,0
14264764,"within an hour",1,"t","t",1,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",150,50,2,"t","moderate",1,28,1
24909056,"within a day",0.67,"f","t",3,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",120,100,4,"f","strict_14_with_grace_period",1,10,5
10247077,"within an hour",1,"t","t",2,"Other neighborhoods","Entire home/apt",1,1,1,1,1,"Real Bed",65,30,7,"t","strict_14_with_grace_period",1,28,0
16353151,"within a few hours",1,"t","f",1,"Delridge","Entire home/apt",2,4,1,1,2,"Real Bed",68,65,2,"f","moderate",1,28,0
27368322,"within an hour",1,"t","t",3,"Central Area","Entire home/apt",1,6,2,2,2,"Real Bed",150,35,3,"t","strict_14_with_grace_period",1,34,0
7665392,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",1,2,1,1,1,"Real Bed",95,30,2,"f","moderate",1,23,0
1157083,"within an hour",1,"f","t",4,"Downtown","Entire home/apt",4,6,2,2,3,"Real Bed",285,120,3,"t","strict_14_with_grace_period",1,26,3
17573676,"within an hour",1,"t","t",5,"Other neighborhoods","Entire home/apt",6,8,3,3,3,"Real Bed",262,99,2,"f","moderate",1,28,0
3689119,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",1,2,1,0,1,"Real Bed",85,30,2,"f","moderate",1,12,0
21366186,"within an hour",1,"t","f",1,"Queen Anne","Entire home/apt",2,12,2.5,5,6,"Real Bed",350,175,2,"f","moderate",1,25,0
19590951,"within an hour",1,"t","t",42,"Downtown","Entire home/apt",1,4,1,1,1,"Real Bed",100,115,2,"f","strict_14_with_grace_period",1,50,5
24700009,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",150,75,2,"t","flexible",1,39,1
15548833,"within a few hours",1,"t","t",1,"Capitol Hill","Entire home/apt",8,9,3.5,5,5,"Real Bed",450,150,2,"f","strict_14_with_grace_period",1,30,0
10906361,"within a few hours",1,"f","t",57,"University District","Shared room",1,1,1,1,1,"Real Bed",43,75,4,"f","strict_14_with_grace_period",0,22,0
18477502,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",8,10,3.5,4,6,"Real Bed",247,160,1,"t","moderate",1,39,0
4279578,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",1,2,1,1,1,"Real Bed",63,50,1,"f","moderate",1,32,0
24434540,"within an hour",1,"t","f",3,"Central Area","Private room",1,2,1.5,1,1,"Real Bed",38,20,1,"t","flexible",1,18,0
27345031,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",199,75,30,"f","strict_14_with_grace_period",1,18,4
27263037,"within an hour",1,"f","t",15,"Capitol Hill","Shared room",1,1,3.5,1,1,"Real Bed",25,0,1,"t","strict_14_with_grace_period",1,18,0
28388100,"within an hour",0.98,"f","f",8,"Capitol Hill","Entire home/apt",2,4,1,1,2,"Real Bed",120,50,2,"t","flexible",1,20,0
8147215,"within an hour",1,"f","t",1,"Other neighborhoods","Entire home/apt",5,5,1,2,2,"Real Bed",135,200,2,"t","strict_14_with_grace_period",1,20,0
3418230,"within an hour",0.91,"t","t",2,"Capitol Hill","Private room",2,6,1,2,4,"Real Bed",180,0,5,"f","moderate",1,27,0
28438983,"within an hour",1,"t","f",1,"Central Area","Entire home/apt",1,4,1,2,2,"Real Bed",120,75,1,"t","moderate",1,24,0
25047285,"within an hour",1,"f","f",1,"Queen Anne","Entire home/apt",2,4,1,1,2,"Real Bed",106,30,2,"f","strict_14_with_grace_period",1,41,0
18930466,"within an hour",1,"f","f",1,"Other neighborhoods","Entire home/apt",1,6,1,2,3,"Real Bed",170,78,1,"f","strict_14_with_grace_period",1,35,0
2970666,"within a few hours",1,"t","t",7,"Capitol Hill","Entire home/apt",1,4,1,1,2,"Real Bed",109,99,1,"f","strict_14_with_grace_period",1,29,0
14977151,"within an hour",1,"t","t",1,"Delridge","Entire home/apt",1,3,1,0,2,"Real Bed",79,33,1,"f","moderate",1,33,0
23789510,"within a few hours",1,"t","t",8,"Central Area","Entire home/apt",2,3,1,1,2,"Real Bed",75,55,3,"f","moderate",1,36,0
20287404,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",1,2,1,1,1,"Real Bed",40,0,2,"t","flexible",1,26,0
16026470,"within an hour",1,"t","t",1,"Delridge","Entire home/apt",1,2,1,1,1,"Real Bed",60,25,3,"f","strict_14_with_grace_period",1,35,0
5760430,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",4,5,1,2,2,"Real Bed",140,0,3,"f","moderate",1,42,0
24329912,"within a few hours",1,"t","t",2,"University District","Entire home/apt",8,16,4,7,10,"Real Bed",899,300,4,"f","strict_14_with_grace_period",1,37,0
20212882,"within an hour",1,"t","t",6,"Capitol Hill","Entire home/apt",4,8,2.5,3,3,"Real Bed",89,150,1,"t","flexible",1,60,0
21298015,"within a few hours",1,"t","f",4,"Ballard","Entire home/apt",1,2,1,1,1,"Real Bed",89,50,2,"f","strict_14_with_grace_period",1,26,0
17184482,"within an hour",0.98,"f","f",20,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",141,74,1,"t","strict_14_with_grace_period",0,32,5
18291986,"within an hour",1,"f","f",1292,"Downtown","Entire home/apt",6,6,2,2,3,"Real Bed",1002,99,1,"t","strict_14_with_grace_period",0,19,5
3543084,"within an hour",1,"t","t",42,"Downtown","Entire home/apt",1,4,1,1,2,"Real Bed",102,107,2,"f","strict_14_with_grace_period",1,31,5
17611308,"within a few hours",1,"f","t",3,"Downtown","Entire home/apt",2,4,1,1,2,"Real Bed",325,150,3,"f","strict_14_with_grace_period",1,44,5
22151274,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",199,89,2,"t","strict",0,25,5
24582989,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",2,4,1,1,2,"Real Bed",113,35,2,"f","moderate",1,29,0
15412523,"within an hour",1,"t","f",2,"Downtown","Entire home/apt",2,2,1,0,1,"Real Bed",150,75,2,"t","strict_14_with_grace_period",1,28,5
18409620,"within an hour",1,"t","t",1,"Queen Anne","Entire home/apt",1,2,1,1,1,"Real Bed",66,15,2,"f","moderate",1,29,0
25679717,"within an hour",1,"t","f",5,"Downtown","Entire home/apt",4,4,1,1,1,"Real Bed",169,85,1,"t","moderate",1,36,3
24561560,"within an hour",0.99,"f","f",7,"Capitol Hill","Entire home/apt",1,4,1,1,2,"Real Bed",118,0,1,"t","strict_14_with_grace_period",0,18,0
7615170,"within a few hours",1,"t","t",1,"Rainier Valley","Entire home/apt",1,2,1,0,1,"Real Bed",110,85,4,"f","moderate",1,30,0
22526979,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",2,3,1,1,1,"Real Bed",129,0,1,"t","strict_14_with_grace_period",1,25,0
22153586,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,0,1,"Real Bed",169,89,2,"t","strict",1,17,3
17095283,"within an hour",1,"t","t",2,"Ballard","Entire home/apt",1,2,1,0,1,"Real Bed",80,30,2,"f","flexible",1,22,0
27345331,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",222,75,30,"f","strict_14_with_grace_period",1,18,3
27316005,"within an hour",1,"t","t",2,"Capitol Hill","Entire home/apt",1,6,1,2,2,"Real Bed",290,89,1,"t","strict_14_with_grace_period",1,52,3
475496,"within a few hours",1,"f","t",2,"Capitol Hill","Entire home/apt",2,4,1,2,3,"Real Bed",200,50,20,"f","moderate",1,5,0
4053972,"within a day",1,"t","t",2,"Central Area","Entire home/apt",1,2,1,1,1,"Real Bed",103,55,2,"f","moderate",1,44,0
23479063,"within an hour",1,"f","f",35,"Capitol Hill","Entire home/apt",3,6,1,3,3,"Real Bed",300,85,2,"t","strict_14_with_grace_period",1,32,0
24968615,"within an hour",1,"f","t",6,"West Seattle","Entire home/apt",4,6,1,2,4,"Real Bed",50,100,2,"f","strict_14_with_grace_period",0,31,0
15598375,"within an hour",1,"t","f",1,"Capitol Hill","Entire home/apt",2,2,1,1,1,"Real Bed",100,69,2,"t","strict_14_with_grace_period",1,24,0
19412734,"within an hour",1,"t","f",3,"Ballard","Entire home/apt",1,4,1,1,1,"Real Bed",90,125,2,"t","moderate",1,25,0
19532499,"within an hour",1,"t","t",1,"Lake City","Entire home/apt",2,4,1,1,2,"Real Bed",75,25,1,"f","moderate",1,31,0
108765,"within a few hours",1,"f","t",1,"Beacon Hill","Entire home/apt",1,2,1,1,1,"Real Bed",130,15,2,"t","moderate",1,28,0
19097632,"within an hour",1,"f","t",2,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",65,20,2,"f","flexible",1,18,0
6018416,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",5,6,2.5,3,0,"Real Bed",400,200,1,"f","strict_14_with_grace_period",1,23,0
10695,"within an hour",1,"f","t",5,"Northgate","Private room",1,4,1,1,2,"Real Bed",109,40,2,"f","moderate",1,13,0
18444394,"within an hour",0.99,"f","f",521,"Capitol Hill","Entire home/apt",4,5,2,2,2,"Real Bed",300,129,21,"t","strict",1,24,3
1488166,"within an hour",1,"t","t",6,"Ballard","Entire home/apt",8,10,2,3,6,"Real Bed",495,300,3,"f","strict_14_with_grace_period",1,45,0
27574267,"within a few hours",1,"t","f",2,"Beacon Hill","Entire home/apt",2,3,1,1,1,"Real Bed",129,100,3,"f","strict_14_with_grace_period",1,40,0
23323287,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",2,2,1,0,1,"Real Bed",85,30,2,"t","flexible",1,20,0
16693871,"within an hour",1,"f","t",2,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",40,0,1,"f","flexible",1,19,0
25306785,"within an hour",1,"t","f",1,"Ballard","Entire home/apt",2,4,1,1,2,"Real Bed",75,50,1,"t","moderate",1,26,0
29577980,"within an hour",1,"f","f",3,"Central Area","Entire home/apt",1,4,1,1,2,"Real Bed",78,50,1,"t","strict_14_with_grace_period",0,23,0
23625982,"within an hour",1,"t","f",1,"Seward Park","Entire home/apt",2,3,1,1,2,"Real Bed",125,65,2,"t","strict_14_with_grace_period",1,38,0
31866963,"within an hour",0.92,"f","f",14,"Rainier Valley","Entire home/apt",4,4,2,2,4,"Real Bed",205,85,1,"t","flexible",1,16,0
26713965,"within a few hours",1,"f","f",2,"Beacon Hill","Entire home/apt",1,5,2,4,5,"Real Bed",198,150,1,"f","flexible",0,15,0
19350610,"within an hour",0.92,"f","t",51,"University District","Entire home/apt",1,3,1,1,1,"Real Bed",88,60,2,"f","moderate",0,29,0
11819518,"within a few hours",1,"t","t",1,"West Seattle","Private room",1,2,1,1,1,"Real Bed",80,15,1,"f","flexible",1,24,0
23483229,"within an hour",1,"f","f",35,"Capitol Hill","Entire home/apt",3,6,1,3,3,"Real Bed",200,85,2,"t","strict_14_with_grace_period",1,33,0
31138126,"within an hour",0.98,"f","f",8,"Capitol Hill","Entire home/apt",2,4,1,1,2,"Real Bed",100,60,2,"t","flexible",1,20,0
18444403,"within an hour",0.99,"f","f",521,"Capitol Hill","Entire home/apt",2,3,1,1,1,"Real Bed",159,89,21,"t","strict",0,24,3
25110702,"within an hour",1,"t","t",5,"Queen Anne","Entire home/apt",10,13,3,5,9,"Real Bed",595,275,3,"f","strict_14_with_grace_period",1,55,1
11126156,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",2,4,1,2,2,"Real Bed",128,75,5,"f","strict_14_with_grace_period",1,14,5
24709053,"within an hour",0.88,"f","f",3,"Other neighborhoods","Private room",1,1,1,1,1,"Real Bed",45,30,1,"t","flexible",1,17,0
29031562,"within an hour",1,"t","f",31,"Queen Anne","Entire home/apt",4,6,1,2,3,"Real Bed",168,130,2,"t","strict_14_with_grace_period",0,33,1
28252818,"within an hour",1,"f","f",3,"Downtown","Entire home/apt",1,6,2,3,3,"Real Bed",250,100,1,"t","strict_14_with_grace_period",0,20,5
19316995,"within an hour",1,"t","t",42,"Downtown","Entire home/apt",1,6,2,2,2,"Real Bed",155,130,2,"t","strict_14_with_grace_period",1,44,3
19639085,"within an hour",1,"t","f",2,"Lake City","Entire home/apt",1,2,1,0,2,"Real Bed",73,5,3,"t","flexible",1,17,0
16638631,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",2,3,1,1,2,"Real Bed",76,75,1,"f","moderate",1,25,0
611500,"within an hour",1,"f","t",4,"Beacon Hill","Entire home/apt",2,9,2,3,5,"Real Bed",249,125,2,"f","strict_14_with_grace_period",0,28,0
30205267,"within an hour",1,"f","f",1,"Ballard","Entire home/apt",1,2,1,1,1,"Real Bed",59,50,1,"t","strict_14_with_grace_period",1,18,0
24950039,"within an hour",1,"t","t",3,"Capitol Hill","Entire home/apt",3,2,1,1,1,"Real Bed",150,60,1,"t","flexible",1,36,0
22191312,"within a day",1,"f","f",1,"Capitol Hill","Entire home/apt",1,2,1,1,1,"Real Bed",115,15,2,"f","moderate",1,19,0
24749819,"within a few hours",1,"t","f",2,"Downtown","Entire home/apt",1,2,1,0,2,"Real Bed",120,75,2,"t","moderate",1,53,5
12708859,"within an hour",1,"f","t",1,"Seward Park","Entire home/apt",1,2,1,0,2,"Real Bed",200,99,2,"f","moderate",1,40,0
13201375,"within an hour",1,"f","t",1,"Downtown","Entire home/apt",1,4,1,1,1,"Real Bed",125,135,2,"f","strict_14_with_grace_period",1,20,5
