"","X","id","host_is_superhost","host_response_rate","host_response_time","host_listings_count","host_identity_verified","accommodates","property_type","room_type","guests_included","bathrooms","bedrooms","beds","bed_type","cleaning_fee","minimum_nights","maximum_nights","instant_bookable","cancellation_policy","price","In_Downtown","In_Delridge","In_Lake_City","num_amenities","total_nearby_landmarks"
"163",3492,16220570,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",189,1,0,0,27,3
"164",644,3380159,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",189,1,0,0,17,5
"165",7830,29636713,"t",1,"within an hour",3,"f",4,"Townhouse","Entire home/apt",2,2.5,2,2,"Real Bed",80,2,30,"f","moderate",200,0,0,0,24,0
"166",7785,29396603,"f",1,"within an hour",1,"t",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",35,2,1125,"t","flexible",125,0,0,0,30,1
"167",4494,19785997,"f",0.99,"within an hour",81,"f",6,"Condominium","Entire home/apt",6,2,2,3,"Real Bed",145,1,365,"t","super_strict_30",230,1,0,0,20,5
"168",7629,28893759,"f",1,"within an hour",123,"f",2,"House","Private room",1,2,1,2,"Real Bed",20,1,21,"t","strict_14_with_grace_period",70,0,0,0,7,0
"169",7474,28335174,"f",1,"within an hour",1,"f",6,"Other","Entire home/apt",1,1,1,3,"Real Bed",25,1,8,"t","flexible",200,0,0,0,16,0
"170",6348,24394251,"f",1,"within an hour",123,"f",5,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",40,1,21,"t","strict_14_with_grace_period",90,1,0,0,11,3
"171",1569,7843995,"t",1,"within an hour",12,"t",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",50,1,30,"t","moderate",129,0,0,0,25,2
"172",5852,22817955,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","flexible",100,0,0,0,39,2
"173",7321,27802702,"f",1,"within an hour",1,"f",2,"Condominium","Entire home/apt",1,2,2,2,"Real Bed",50,1,7,"t","flexible",130,0,0,0,13,0
"174",6196,23939451,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",89,2,1125,"t","strict",139,1,0,0,24,5
"175",6054,23565007,"f",1,"within an hour",7,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,1,1125,"f","moderate",100,0,0,0,37,3
"176",3831,17702892,"f",1,"within an hour",1,"t",4,"Guest suite","Entire home/apt",2,2,2,1,"Real Bed",90,2,1125,"t","strict_14_with_grace_period",150,0,0,0,44,0
"177",8108,30745238,"f",1,"within an hour",123,"f",4,"House","Private room",1,1,1,2,"Real Bed",20,1,21,"t","strict_14_with_grace_period",30,0,0,0,10,0
"178",4220,18895355,"t",1,"within an hour",1,"t",3,"Condominium","Entire home/apt",2,1,0,2,"Real Bed",65,2,7,"f","strict_14_with_grace_period",140,1,0,0,35,5
"179",6253,24090496,"f",0.99,"within an hour",148,"f",4,"Other","Entire home/apt",1,1,1,2,"Real Bed",93,2,28,"t","strict_14_with_grace_period",146,0,0,0,36,0
"180",820,4184211,"t",1,"within a few hours",2,"t",2,"Apartment","Private room",1,1,1,1,"Real Bed",50,1,1125,"f","strict_14_with_grace_period",104,0,0,0,16,0
"181",6261,24119568,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",75,7,1125,"f","strict_14_with_grace_period",90,1,0,0,16,3
"182",2488,12766030,"f",0.86,"within an hour",9,"t",3,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",45,2,1125,"t","moderate",70,0,0,0,15,0
"183",7717,29225935,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",75,30,1125,"f","strict_14_with_grace_period",125,1,0,0,21,5
"184",4718,20328966,"f",1,"within an hour",1,"f",8,"Townhouse","Entire home/apt",1,2.5,3,4,"Real Bed",150,2,29,"t","flexible",275,0,0,0,35,0
"185",8260,31473140,"f",1,"within an hour",4,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",49,2,1125,"f","flexible",165,1,0,0,20,4
"186",5986,23273138,"t",1,"within an hour",32,"f",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",90,1,365,"t","strict_14_with_grace_period",125,0,0,0,27,0
"187",4134,18614738,"t",1,"within an hour",1,"f",4,"House","Entire home/apt",3,1.5,3,3,"Real Bed",40,2,31,"t","moderate",80,0,0,0,38,0
"188",5131,21357272,"f",1,"within an hour",3,"f",3,"Guesthouse","Entire home/apt",2,1,1,2,"Real Bed",50,1,30,"t","flexible",135,0,0,0,42,0
"189",3942,18075022,"f",1,"within an hour",2,"t",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",60,1,60,"t","flexible",175,0,0,0,37,0
"190",6098,23700108,"t",1,"within an hour",32,"f",13,"Townhouse","Entire home/apt",6,3,3,7,"Real Bed",150,1,365,"t","strict_14_with_grace_period",310,0,0,0,30,0
"191",7089,26996748,"t",1,"within an hour",1,"f",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",15,1,31,"t","flexible",75,0,0,0,19,0
"192",1454,7441508,"f",1,"within an hour",3,"t",2,"House","Private room",1,1,1,1,"Real Bed",0,2,60,"f","flexible",65,0,0,0,23,0
"193",2177,11191342,"t",1,"within a day",1,"f",4,"Apartment","Entire home/apt",1,1,2,2,"Real Bed",50,7,1125,"f","strict_14_with_grace_period",133,0,0,0,32,0
"194",4523,19807175,"f",1,"within an hour",9,"f",3,"House","Private room",1,1,1,1,"Real Bed",25,1,30,"t","flexible",80,0,1,0,42,0
"195",8142,30939362,"f",1,"within an hour",1,"t",2,"Townhouse","Private room",2,1,1,1,"Real Bed",42,1,7,"f","flexible",45,0,0,0,19,0
"196",7217,27400175,"f",1,"within an hour",2,"f",2,"Apartment","Entire home/apt",2,1,0,2,"Real Bed",50,2,1125,"t","flexible",75,0,0,0,16,0
"197",1003,5241773,"t",1,"within an hour",4,"t",2,"House","Private room",1,1,1,1,"Real Bed",25,1,1125,"f","moderate",89,0,0,0,18,0
"198",88,231097,"t",1,"within a few hours",1,"t",2,"Guest suite","Private room",1,1,1,1,"Real Bed",0,3,21,"f","moderate",54,0,0,1,26,0
"199",5344,21776889,"f",0.99,"within an hour",209,"f",10,"House","Entire home/apt",1,3.5,5,7,"Real Bed",213,2,28,"t","strict_14_with_grace_period",570,0,0,0,29,0
"200",5005,21024281,"f",1,"within an hour",100,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,2,1125,"t","strict_14_with_grace_period",195,1,0,0,32,2
"201",530,2614387,"t",1,"within an hour",2,"f",2,"House","Private room",2,1,1,1,"Real Bed",25,2,19,"f","moderate",69,0,0,0,35,0
"202",1250,6644854,"f",0.57,"within a day",2,"t",8,"Townhouse","Entire home/apt",8,2,3,4,"Real Bed",98,30,365,"f","strict_14_with_grace_period",249,0,0,0,20,0
"203",2023,10054232,"f",0.5,"within a day",2,"t",7,"House","Entire home/apt",2,2,4,5,"Real Bed",200,2,30,"f","strict_14_with_grace_period",350,0,0,0,25,0
"204",1916,9449437,"f",1,"within an hour",4,"t",16,"Townhouse","Entire home/apt",8,2.5,4,7,"Real Bed",160,1,1124,"t","strict_14_with_grace_period",450,0,0,0,27,0
"205",743,3821663,"f",0.99,"within an hour",8,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",10,1,1125,"t","strict_14_with_grace_period",200,1,0,0,14,3
"206",1171,6288101,"t",1,"within a few hours",7,"t",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",99,1,1125,"f","strict_14_with_grace_period",99,0,0,0,24,0
"207",4593,20017302,"t",1,"within an hour",131,"f",3,"Serviced apartment","Entire home/apt",2,1,1,1,"Real Bed",75,2,1125,"t","flexible",99,1,0,0,35,2
"208",2077,10459203,"t",1,"within an hour",1,"t",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",35,1,1125,"f","flexible",125,0,0,0,29,0
"209",3517,16311942,"t",1,"within an hour",42,"t",6,"Condominium","Entire home/apt",1,2,2,0,"Real Bed",130,2,29,"f","strict_14_with_grace_period",290,1,0,0,47,5
"210",4984,21008622,"f",1,"within an hour",100,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,2,1125,"t","strict_14_with_grace_period",195,1,0,0,32,1
"211",2915,13877694,"f",1,"within a few hours",57,"t",2,"House","Shared room",2,3.5,1,2,"Real Bed",150,4,90,"f","strict_14_with_grace_period",90,0,0,0,25,0
"212",1254,6660186,"t",1,"within an hour",1,"t",2,"House","Entire home/apt",2,1.5,1,1,"Real Bed",40,2,29,"f","moderate",90,0,0,0,15,0
"213",3261,15300784,"t",1,"within an hour",2,"f",6,"Apartment","Entire home/apt",4,1,2,4,"Real Bed",65,2,20,"t","moderate",99,0,0,0,74,0
"214",2715,13436253,"t",0.9,"within a few hours",4,"t",2,"House","Private room",2,4,1,2,"Real Bed",50,2,360,"t","flexible",52,0,0,0,70,0
"215",3620,16741030,"t",1,"within an hour",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",40,7,1125,"f","moderate",60,0,0,0,39,0
"216",2411,12379796,"t",1,"within an hour",4,"f",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",65,2,1124,"t","moderate",130,0,0,0,34,0
"217",6336,24338658,"f",1,"within an hour",35,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",50,2,12,"t","strict_14_with_grace_period",250,0,0,0,22,3
"218",4799,20571788,"t",1,"within a few hours",1,"f",4,"House","Entire home/apt",2,1,1,2,"Real Bed",28,1,1125,"f","moderate",98,0,0,0,31,0
"219",5311,21713481,"f",1,"within an hour",100,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,2,1125,"t","strict_14_with_grace_period",195,1,0,0,33,1
"220",5597,22211633,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",250,1,0,0,27,3
"221",4864,20712028,"f",1,"within an hour",2,"t",2,"Townhouse","Private room",2,1,1,1,"Real Bed",0,2,1125,"t","moderate",45,0,0,0,30,0
"222",2173,11169269,"f",1,"within an hour",2,"f",4,"House","Private room",2,1,2,2,"Real Bed",10,1,7,"f","moderate",40,0,0,0,40,0
"223",8331,31719538,"f",1,"within an hour",1,"t",2,"Condominium","Private room",1,1,1,1,"Real Bed",40,1,5,"f","flexible",55,0,0,0,17,2
"224",3529,16378166,"t",1,"within an hour",1,"t",2,"Townhouse","Private room",2,1,1,1,"Real Bed",30,2,30,"f","moderate",70,0,0,0,34,0
"225",3383,15800133,"f",1,"within an hour",2,"f",2,"House","Private room",1,1,1,1,"Real Bed",0,1,7,"f","moderate",68,0,0,0,14,0
"226",1076,5695344,"t",1,"within an hour",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",15,1,1125,"f","flexible",60,0,0,1,38,0
"227",1979,9835754,"t",1,"within an hour",2,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",30,1,1125,"f","flexible",79,0,0,0,14,0
"228",4917,20872735,"t",1,"within an hour",1,"f",4,"Guest suite","Entire home/apt",2,1,1,3,"Real Bed",50,2,31,"t","flexible",135,0,0,0,29,0
"229",6113,23704752,"t",1,"within an hour",32,"f",6,"Apartment","Entire home/apt",4,2,2,3,"Real Bed",90,1,365,"t","strict_14_with_grace_period",200,0,0,0,29,0
"230",4190,18809004,"f",1,"within an hour",2,"f",4,"Townhouse","Entire home/apt",1,1.5,1,2,"Real Bed",0,2,30,"t","moderate",150,0,0,0,35,0
"231",153,506542,"f",1,"within an hour",4,"t",4,"Apartment","Entire home/apt",2,1,0,2,"Real Bed",60,2,1125,"t","moderate",95,0,0,0,19,0
"232",5366,21840175,"t",1,"within an hour",5,"f",2,"Other","Entire home/apt",2,1,1,1,"Real Bed",45,1,1125,"t","moderate",150,0,0,0,43,0
"233",3770,17477615,"f",1,"within an hour",1,"t",2,"House","Private room",2,1,1,1,"Real Bed",20,2,1125,"f","strict_14_with_grace_period",39,0,0,0,28,0
"234",1242,6603410,"f",0.9,"within a few hours",2,"t",3,"Condominium","Entire home/apt",1,1,0,1,"Real Bed",65,89,1125,"f","moderate",134,0,0,0,33,3
"235",8269,31540666,"t",1,"within an hour",786,"t",2,"Apartment","Entire home/apt",1,2,2,2,"Real Bed",230,30,1125,"f","strict",163,0,0,0,17,2
"236",4856,20680550,"f",0.89,"within an hour",2,"f",2,"House","Private room",1,1,2,1,"Real Bed",25,3,366,"f","moderate",70,0,0,0,19,0
"237",6274,24132630,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",75,5,1125,"t","strict_14_with_grace_period",155,1,0,0,16,3
"238",1051,5548982,"f",1,"within an hour",21,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",29,1,8,"f","moderate",89,0,0,0,33,0
"239",6241,24059020,"t",1,"within an hour",3,"t",4,"Other","Entire home/apt",2,1,0,2,"Real Bed",45,2,29,"f","flexible",85,0,0,0,23,0
"240",3556,16519148,"t",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",4,1,0,2,"Real Bed",50,2,29,"t","strict_14_with_grace_period",150,0,0,0,24,0
"241",2904,13845855,"t",1,"within an hour",1,"t",4,"Apartment","Entire home/apt",1,1,0,3,"Real Bed",50,2,1125,"f","moderate",109,0,0,0,25,0
"242",2255,11533621,"t",1,"within an hour",1,"t",5,"Guest suite","Entire home/apt",4,1,2,2,"Real Bed",55,2,100,"f","strict_14_with_grace_period",130,0,0,0,46,0
"243",3223,15117022,"t",1,"within an hour",1,"f",3,"Guesthouse","Entire home/apt",1,1,0,1,"Real Bed",50,2,29,"t","flexible",135,0,0,0,17,1
"244",758,3888986,"f",1,"within a few hours",57,"t",1,"House","Shared room",1,3.5,1,1,"Real Bed",75,4,1125,"f","strict_14_with_grace_period",45,0,0,0,25,0
"245",5898,22940882,"t",0.95,"within an hour",2,"f",6,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",115,2,10,"f","moderate",195,0,0,0,47,0
"246",1301,6813623,"t",1,"within a day",2,"t",6,"House","Entire home/apt",1,2,3,3,"Real Bed",100,3,1125,"f","moderate",265,0,0,1,25,0
"247",7237,27489843,"t",1,"within an hour",11,"f",4,"Condominium","Entire home/apt",4,1,0,2,"Real Bed",75,2,30,"t","flexible",142,1,0,0,20,5
"248",6280,24142258,"f",1,"within an hour",35,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",50,2,12,"t","strict_14_with_grace_period",200,0,0,0,22,1
"249",527,2593263,"t",1,"within an hour",4,"t",2,"House","Private room",1,2,1,1,"Real Bed",30,1,40,"f","strict_14_with_grace_period",70,0,0,0,22,0
"250",7098,27029203,"t",1,"within an hour",1,"t",4,"Guest suite","Private room",3,1,2,3,"Real Bed",75,2,1125,"t","flexible",99,0,0,0,22,0
"251",2117,10814218,"t",1,"within a few hours",2,"f",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",95,1,365,"f","strict_14_with_grace_period",99,0,0,0,20,0
"252",2821,13661612,"f",1,"within an hour",2,"t",3,"Apartment","Entire home/apt",1,1,2,2,"Real Bed",35,5,1125,"t","strict_14_with_grace_period",75,0,0,0,18,0
"253",7585,28713206,"f",1,"within an hour",1,"f",2,"Guest suite","Private room",1,1,0,1,"Real Bed",0,2,6,"t","flexible",95,0,0,0,15,0
"254",928,4738971,"t",0.86,"within a few hours",1,"t",2,"House","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"f","moderate",95,0,0,0,28,0
"255",2435,12497708,"t",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",15,2,30,"f","moderate",99,0,0,0,41,0
"256",445,1940787,"f",1,"within an hour",3,"t",5,"House","Entire home/apt",5,1,2,2,"Real Bed",150,2,10,"f","strict_14_with_grace_period",250,0,0,0,16,0
"257",7413,28164033,"f",1,"within a few hours",1,"t",4,"House","Entire home/apt",1,1,3,4,"Real Bed",0,2,2,"f","flexible",108,0,0,0,15,0
"258",171,604600,"f",0.74,"within a day",129,"t",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",50,1,30,"f","strict_14_with_grace_period",210,1,0,0,27,4
"259",5172,21437010,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",89,2,1125,"t","strict",139,1,0,0,24,5
"260",3600,16676830,"t",1,"within an hour",2,"t",4,"Other","Entire home/apt",1,1,0,2,"Real Bed",55,2,30,"f","moderate",175,0,0,0,40,0
"261",7347,27900515,"t",1,"within an hour",4,"f",2,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",50,1,1125,"t","moderate",300,0,0,0,16,0
"262",7191,27334813,"t",1,"within an hour",1,"f",8,"Other","Entire home/apt",1,3,2,5,"Real Bed",150,1,365,"t","moderate",250,0,0,0,42,0
"263",7010,26665671,"f",1,"within an hour",123,"f",2,"House","Shared room",1,1,1,1,"Real Bed",15,1,21,"t","strict_14_with_grace_period",20,0,0,0,11,0
"264",2543,12965791,"t",1,"within an hour",3,"t",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",125,2,1125,"f","strict_14_with_grace_period",199,1,0,0,36,5
"265",8180,31119674,"t",1,"within an hour",37,"f",4,"Guest suite","Entire home/apt",1,1,1,2,"Real Bed",55,1,7,"t","moderate",70,0,0,0,27,0
"266",6719,25534616,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",89,2,1125,"t","strict",200,1,0,0,18,5
"267",4514,19786058,"f",0.99,"within an hour",81,"f",2,"House","Entire home/apt",2,1.5,1,1,"Real Bed",145,1,365,"t","super_strict_30",166,0,0,0,20,0
"268",298,1163345,"f",0.99,"within an hour",8,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",10,1,30,"t","strict_14_with_grace_period",125,1,0,0,11,3
"269",6756,25770686,"t",1,"within an hour",2,"f",2,"House","Private room",1,1,1,1,"Real Bed",20,1,30,"t","flexible",65,0,0,0,21,0
"270",7590,28736833,"t",1,"within an hour",3,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",100,2,1125,"f","strict_14_with_grace_period",70,0,0,0,29,0
"271",360,1531458,"f",0.92,"within an hour",51,"t",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",60,1,1125,"f","moderate",85,0,0,0,29,0
"272",4010,18291981,"f",1,"within an hour",1292,"f",5,"Apartment","Entire home/apt",5,2,2,3,"Real Bed",99,1,365,"t","strict_14_with_grace_period",1002,1,0,0,20,5
"273",1069,5671843,"f",1,"within an hour",3,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",30,3,90,"t","moderate",68,0,0,0,36,0
"274",489,2298775,"f",0.75,"within a day",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",10,1,1125,"f","moderate",55,0,0,1,20,0
"275",6212,23981485,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",75,5,1125,"f","strict_14_with_grace_period",250,1,0,0,20,5
"276",1647,8131881,"f",1,"within an hour",2,"t",2,"Guest suite","Entire home/apt",1,1,0,1,"Real Bed",58,1,9,"t","strict_14_with_grace_period",47,0,0,0,24,0
"277",4389,19528527,"f",1,"within an hour",1,"t",6,"House","Entire home/apt",6,2,3,3,"Real Bed",150,2,27,"t","strict_14_with_grace_period",300,0,0,0,36,1
"278",3712,17184482,"f",0.98,"within an hour",20,"f",2,"Condominium","Entire home/apt",1,1,1,1,"Real Bed",74,1,28,"t","strict_14_with_grace_period",141,1,0,0,32,5
"279",6549,24968615,"f",1,"within an hour",6,"t",6,"Guest suite","Entire home/apt",4,1,2,4,"Real Bed",100,2,1125,"f","strict_14_with_grace_period",50,0,0,0,31,0
"280",6657,25338089,"t",1,"within an hour",2,"t",4,"Condominium","Entire home/apt",1,1,1,2,"Real Bed",100,1,1124,"t","flexible",190,1,0,0,26,5
"281",1458,7462250,"t",1,"within an hour",2,"t",3,"House","Entire home/apt",2,1,0,2,"Real Bed",40,1,18,"t","moderate",99,0,0,0,41,0
"282",4631,20135615,"t",1,"within a few hours",1,"f",3,"Other","Entire home/apt",2,1,1,1,"Real Bed",125,7,60,"f","strict_14_with_grace_period",195,0,0,0,20,0
"283",1749,8613762,"f",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",15,3,1125,"f","strict_14_with_grace_period",95,1,0,0,27,3
"284",6944,26368067,"t",1,"within an hour",1,"t",4,"House","Entire home/apt",1,1,2,2,"Real Bed",40,2,90,"t","flexible",145,0,0,0,29,0
"285",3287,15412523,"t",1,"within an hour",2,"f",2,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",75,2,1125,"t","strict_14_with_grace_period",150,1,0,0,28,5
"286",7224,27434162,"t",1,"within an hour",1,"t",3,"Guest suite","Entire home/apt",2,1,1,1,"Real Bed",25,2,1125,"t","flexible",125,0,0,0,24,0
"287",5610,22213237,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",199,1,0,0,25,3
"288",1261,6689259,"f",1,"within an hour",1,"t",6,"Apartment","Entire home/apt",4,1,2,3,"Real Bed",50,1,1125,"f","moderate",130,0,0,0,36,0
"289",1977,9823290,"t",1,"within an hour",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",0,1,30,"f","flexible",80,0,0,0,14,0
"290",7735,29245897,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,30,1125,"f","strict_14_with_grace_period",149,1,0,0,18,4
"291",3018,14240147,"t",1,"within a day",1,"t",4,"House","Entire home/apt",4,1,1,4,"Real Bed",125,3,28,"f","moderate",110,0,0,0,36,0
"292",4551,19891890,"f",1,"within an hour",2,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",40,2,29,"t","moderate",70,0,0,0,31,1
"293",6459,24729462,"f",0.9,"within an hour",1,"f",5,"House","Entire home/apt",4,1.5,4,3,"Real Bed",75,3,30,"t","moderate",153,0,0,0,47,0
"294",6334,24337396,"f",1,"within an hour",4,"t",4,"Condominium","Entire home/apt",1,1,2,2,"Real Bed",85,2,150,"t","moderate",199,1,0,0,25,3
"295",852,4364624,"t",1,"within an hour",1,"t",4,"Guesthouse","Entire home/apt",2,1,0,1,"Real Bed",40,2,1124,"t","strict_14_with_grace_period",100,0,0,0,40,0
"296",8112,30772471,"f",1,"within an hour",1,"f",8,"House","Entire home/apt",1,3.5,3,5,"Real Bed",150,2,31,"t","moderate",226,0,0,0,20,0
"297",3454,16069222,"f",1,"within a few hours",1,"t",2,"House","Private room",1,1,1,1,"Real Bed",0,2,30,"t","strict_14_with_grace_period",32,0,1,0,21,0
"298",7367,27966646,"t",1,"within an hour",5,"f",4,"House","Private room",2,2,1,2,"Real Bed",50,1,30,"t","moderate",75,0,0,0,47,0
"299",5262,21623652,"f",1,"within a few hours",4,"t",2,"Townhouse","Entire home/apt",1,1,1,1,"Real Bed",125,30,180,"f","strict_14_with_grace_period",83,0,0,0,45,0
"300",921,4711069,"f",1,"within an hour",8,"t",12,"House","Entire home/apt",4,3,4,4,"Real Bed",139,1,90,"t","strict_14_with_grace_period",149,0,0,0,29,0
"301",6095,23699409,"t",1,"within an hour",32,"f",16,"House","Entire home/apt",10,3.5,5,8,"Real Bed",200,1,365,"t","strict_14_with_grace_period",590,0,0,0,30,0
"302",1744,8590758,"t",1,"within an hour",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",20,3,1125,"t","strict_14_with_grace_period",80,0,0,0,17,0
"303",1152,6202214,"t",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",60,3,120,"f","strict_14_with_grace_period",134,0,0,0,36,0
"304",4758,20458443,"t",1,"within an hour",1,"f",2,"Townhouse","Entire home/apt",1,1,1,1,"Real Bed",0,1,1125,"t","moderate",70,0,0,0,36,0
"305",2703,13379950,"t",1,"within an hour",1,"t",6,"Townhouse","Entire home/apt",1,3,3,3,"Real Bed",110,1,1125,"f","moderate",269,0,0,0,45,0
"306",7726,29240253,"t",0.93,"within an hour",5,"f",9,"House","Entire home/apt",1,3.5,4,6,"Real Bed",300,2,1125,"t","flexible",550,0,0,0,26,0
"307",3626,16778611,"t",1,"within an hour",2,"f",2,"House","Private room",1,1,1,1,"Real Bed",0,2,28,"t","flexible",48,0,0,0,29,0
